mmsi,vessel_name,imo,call_sign,vessel_type,length,width,draft,cargo,transceiver_class
316037287,SLIM SMITTY,IMO0000000,,37.0,18.0,5.0,4.0,52.0,B
316037418,NORTHERN LIGHTS,IMO0000000,,36.0,15.0,4.0,4.0,52.0,B
316037423,7 TH HEAVEN,IMO0000000,,37.0,18.0,6.0,4.0,52.0,B
316037465,MERCATOR,IMO0000000,,37.0,14.0,4.0,4.0,52.0,B
316037524,,,,37.0,25.0,8.0,4.0,52.0,A
316037659,BLACK ANGEL,IMO0000000,,30.0,12.0,3.0,4.0,52.0,B
316037705,HYDROGENE,IMO0000000,CFA2736,37.0,17.0,4.0,4.0,52.0,B
316037746,NACC ARGONAUT,IMO9287302,VDCY,70.0,136.0,22.0,5.5,70.0,A
316037785,BLACK DOG,IMO0000000,,37.0,13.0,4.0,4.0,52.0,B
316037846,AZURA,,J8Y3622,37.0,9.0,0.0,1.7,37.0,A
316037865,PELEE ISLANDER II,IMO9784348,CFK3147,69.0,67.0,15.0,3.3,69.0,A
316037887,EXPLORER IV,IMO0000000,,37.0,18.0,6.0,4.0,52.0,B
316037889,IMAGINE,IMO0000000,,37.0,13.0,4.0,4.0,52.0,B
316037994,SEASPAN CAREEN,IMO0801801,A,90.0,113.0,49.0,5.6,90.0,A
316038022,STORYTELLER,IMO0000000,,37.0,17.0,5.0,4.0,52.0,B
316038089,ISLAND RAIDER,IMO9802360,CFA2784,52.0,25.0,12.0,4.0,52.0,A
316038126,CIRQUE DU SOLACE,IMO0000000,,36.0,13.0,4.0,4.0,52.0,B
316038244,REELIN TIME,IMO0000000,,37.0,19.0,5.0,4.0,52.0,B
316038266,PACIFIC QUEST,IMO0000000,,30.0,19.0,8.0,4.0,52.0,B
316038333,SPITFIRE,IMO0000000,,36.0,13.0,4.0,4.0,52.0,B
316038447,REACTOR 2,IMO0000000,,37.0,10.0,4.0,4.0,52.0,B
316038603,PACHENA BAY,,,51.0,19.0,6.0,0.0,51.0,A
316038617,CRISTINA MIA,IMO0000000,,37.0,20.0,6.0,4.0,52.0,B
316038707,GAEL FORCE,IMO0000000,,37.0,12.0,4.0,4.0,52.0,B
316038777,ESCAPADE,IMO0000000,,37.0,15.0,4.0,4.0,52.0,B
316038834,OCEAN DEFIANT,,,52.0,20.0,7.0,0.0,52.0,A
316038839,JUST LOOKIN,IMO0000000,,37.0,10.0,4.0,4.0,52.0,B
316038841,DAVEY MAC,IMO0000000,,37.0,19.0,4.0,4.0,52.0,B
316038985,R.S.DEMARESQ,,,52.0,15.0,5.0,2.0,52.0,A
316039018,SST ORCA,IMO9756494,CFA2896,52.0,32.0,13.0,5.8,52.0,A
316039126,WANUSKEWIN,IMO0000000,,36.0,11.0,4.0,4.0,52.0,B
316039153,ISLAND REGENT,IMO9803091,CFA2943,52.0,24.0,11.0,4.1,52.0,A
316039171,SIR JOHN FRANKLIN,IMO9781839,VFAM,51.0,64.0,16.0,6.1,51.0,A
316039185,,IMO0000000,,37.0,10.0,4.0,4.0,52.0,B
316039229,REPOSADO,IMO0000000,CFA2949,37.0,31.0,8.0,4.0,52.0,B
316039242,HI-DAD,IMO0000000,,37.0,16.0,5.0,4.0,52.0,B
316039252,SALAR,,,99.0,0.0,0.0,0.0,99.0,A
316039267,FAITHFULL DREAM,IMO0000000,,37.0,17.0,5.0,4.0,52.0,B
316039275,UNION JACK,IMO0000000,CFA2934,60.0,22.0,6.0,4.0,52.0,B
316039288,CASCADIA,IMO8745216,CFA2941,60.0,42.0,13.0,2.2,60.0,A
316039361,INSCRUTABLE,IMO0000000,,36.0,13.0,4.0,4.0,52.0,B
316039439,RCMSAR 37B,IMO0000000,,51.0,8.0,4.0,4.0,52.0,B
316039457,JESTER,IMO0000000,JESTER,37.0,13.0,6.0,4.0,52.0,B
316039606,NEVERWHERE,IMO0000000,NW,37.0,11.0,4.0,4.0,52.0,B
316039737,MV ELENA,IMO0000000,,37.0,0.0,0.0,4.0,52.0,B
316039864,ISLAND DISCOVERY,IMO9831751,CFA2994,60.0,81.0,17.0,3.3,60.0,A
316039964,ECHO SENTINEL,,,0.0,0.0,0.0,0.0,0.0,A
316040057,SEADARER,IMO0000000,,36.0,15.0,4.0,4.0,52.0,B
316040059,SV FLANC MOU,IMO0000000,,36.0,12.0,2.0,4.0,52.0,B
316040103,PACIFIC LEGACY NO 1,IMO9211810,CFA3064,30.0,37.0,10.0,6.0,30.0,A
316040219,CENTURION III,IMO0000000,,30.0,17.0,5.0,4.0,52.0,B
316040241,ANNIE,IMO0000000,,37.0,8.0,3.0,4.0,52.0,B
316040257,HINCH SPIRIT,IMO9508940,VAHS,89.0,137.0,20.0,6.9,89.0,A
316040287,BEST KIND,,CIW6785,37.0,22.0,6.0,2.0,37.0,A
316040291,SONIC,IMO0000000,,37.0,9.0,3.0,4.0,52.0,B
316040486,WHAT FISH !,IMO0000000,,30.0,10.0,6.0,4.0,52.0,B
316040584,GRAPPLE,IMO0000000,VY9372,52.0,4.0,11.0,4.0,52.0,B
316040645,TAJ,IMO0000000,,36.0,4.0,1.0,4.0,52.0,B
316041077,GEMINI,IMO0000000,,37.0,9.0,3.0,4.0,52.0,B
316041207,POLE DANCER,IMO0000000,,36.0,10.0,4.0,4.0,52.0,B
316041231,KUMA,IMO0000000,,37.0,25.0,6.0,4.0,52.0,B
316041247,JUSTATUG,IMO0000000,,37.0,13.0,5.0,4.0,52.0,B
316041354,JOHN L,IMO0000000,CFK9677,37.0,10.0,3.0,4.0,52.0,B
316041384,GITANA,,,0.0,17.0,6.0,1.9,0.0,A
316041391,PRIVACY II,IMO0000000,,37.0,18.0,6.0,4.0,52.0,B
316041547,PAIR O DOCS,IMO0000000,,36.0,7.0,4.0,4.0,52.0,B
316041691,GEMINI WARRIOR,,,52.0,0.0,0.0,3.9,52.0,A
316041723,SMITTY NO. 1,,,31.0,10.0,4.0,2.0,31.0,A
316041726,DORAS DREAM,IMO0000000,,36.0,12.0,7.0,4.0,52.0,B
316041808,SOSUEME,IMO0000000,,37.0,15.0,5.0,4.0,52.0,B
316041901,FLORENCIA BAY,,,51.0,19.0,6.0,1.8,51.0,A
316041902,AMHERST ISLANDER II,IMO9873137,CFA3205,69.0,72.0,20.0,2.7,69.0,A
316042019,CLAYOQUOT SERVER,,,99.0,15.0,10.0,2.0,99.0,A
316042022,SEASPAN RAPTOR,IMO9766994,.,52.0,24.0,11.0,5.8,52.0,A
316042032,SUNDEROEY,IMO9294903,CFA3172,30.0,56.0,14.0,7.0,30.0,A
316042039,OCEAN KITSILANO,IMO9833620,,52.0,28.0,13.0,5.8,52.0,A
316042097,LUNA BLANCA,IMO0000000,CFA3186,37.0,20.0,6.0,4.0,52.0,B
316042119,CANPAC RUCKUS,IMO0000000,,34.0,10.0,4.0,4.0,52.0,B
316042152,PEREGRINE 2,IMO0000000,CFA3212,37.0,12.0,4.0,4.0,52.0,B
316042159,RHODA N,IMO0000000,,30.0,15.0,6.0,4.0,52.0,B
316042208,MISS K,IMO0000000,CFA3256,37.0,22.0,5.0,4.0,52.0,B
316042365,BURRARD CHINOOK,IMO9834959,CFA3218,60.0,34.0,12.0,3.3,60.0,A
316042408,SALTY BERGER,IMO0000000,,37.0,10.0,4.0,4.0,52.0,B
316042478,THE LIMIT,IMO0000000,WDF8660,37.0,13.0,4.0,4.0,52.0,B
316042538,GREAT BEAR,IMO0000000,,37.0,14.0,5.0,4.0,52.0,B
316042956,50 NORTH,IMO0000000,,37.0,18.0,6.0,4.0,52.0,B
316042989,NELLIE MONA,IMO0000000,NELLMNA,30.0,6.0,0.0,4.0,52.0,B
316042999,ROBERT B,IMO0000000,ROBERTB,31.0,10.0,4.0,4.0,52.0,B
316043105,RHAPSODY,IMO0000000,,36.0,8.0,4.0,4.0,52.0,B
316043153,DAETRIP,IMO0000000,,37.0,12.0,5.0,4.0,52.0,B
316043222,HODDER BREEZE,,,52.0,20.0,6.0,0.0,52.0,A
316043224,SWEET THING,IMO0000000,,37.0,16.0,5.0,4.0,52.0,B
316043248,KATIE M,IMO0000000,,37.0,9.0,3.0,4.0,52.0,B
316043514,JUST KEEP LIVIN,IMO0000000,,37.0,9.0,6.0,4.0,52.0,B
316043528,FINNIGANS WAKE,IMO0000000,,37.0,18.0,4.0,4.0,52.0,B
316043558,MISS LING,IMO0000000,,37.0,21.0,6.0,4.0,52.0,B
316043612,THE VIBE,IMO0000000,,37.0,10.0,3.0,4.0,52.0,B
316043744,KOMOKWA,IMO9521069,6YTJ2,99.0,37.0,8.0,3.0,99.0,A
316043859,MARY ELLEN,IMO0000000,,37.0,11.0,3.0,4.0,52.0,B
316043882,ALGOMA INTREPID,IMO9773387,VABC,70.0,198.0,24.0,6.4,75.0,A
316043929,NOT FOR HASTE,IMO0000000,,37.0,11.0,4.0,4.0,52.0,B
316043948,OTTER,IMO0000000,ZZZZZ,37.0,13.0,4.0,4.0,52.0,B
316043959,THOMAS SPIRIT,IMO0000000,,37.0,24.0,6.0,4.0,52.0,B
316043988,MARQUESA,IMO0000000,,37.0,19.0,5.0,4.0,52.0,B
316044016,DRUNKEN MONKEYS,IMO0000000,CFA3274,37.0,16.0,6.0,4.0,52.0,B
316044079,SECTOR 8,IMO0000000,,36.0,13.0,4.0,4.0,52.0,B
316044166,JULIANNA,IMO0000000,,37.0,13.0,5.0,4.0,52.0,B
316044237,SV ROCINANTE,IMO0000000,,37.0,12.0,4.0,4.0,52.0,B
316044278,BLUE PETER II,IMO0000000,,37.0,10.0,6.0,4.0,52.0,B
316044312,NIMROD,IMO0000000,,36.0,12.0,4.0,4.0,52.0,B
316044313,KNOT FLYING,IMO0000000,,36.0,16.0,5.0,4.0,52.0,B
316044334,JOURNEY,IMO0000000,,37.0,13.0,4.0,4.0,52.0,B
316044345,BLUE SERENITY,IMO0000000,,36.0,12.0,4.0,4.0,52.0,B
316044371,HARVEST SPIRIT,IMO9655951,VDAY,70.0,152.0,22.0,5.4,70.0,A
316044448,ROCKFISH,IMO0000000,,37.0,11.0,4.0,4.0,52.0,B
316044525,BAREFOOT BLISS,IMO0000000,,37.0,15.0,5.0,4.0,52.0,B
316044568,BARRA-CRUDA IV,IMO0000000,,37.0,14.0,5.0,4.0,52.0,B
316044638,WINDSONG V,IMO0000000,CFA3319,37.0,11.0,4.0,4.0,52.0,B
316044702,SPILL THE WINE,IMO0000000,,37.0,0.0,0.0,4.0,52.0,B
316044719,ORCA MYST,IMO0000000,,37.0,15.0,5.0,4.0,52.0,B
316044798,ESCAPADE,IMO0000000,,37.0,15.0,5.0,4.0,52.0,B
316044885,ALTA,IMO0000000,ALTA345,37.0,15.0,4.0,4.0,52.0,B
316044979,CANAWAN,IMO0000000,,37.0,16.0,5.0,4.0,52.0,B
316045007,METAL HEALTH,IMO0000000,,37.0,11.0,4.0,4.0,52.0,B
316045041,PACIFIC WILL,IMO0000000,,30.0,11.0,4.0,4.0,52.0,B
316045045,AMANDA MAY,,,30.0,17.0,6.0,1.4,30.0,A
316045066,MV ONGIARA,IMO6410374,VC 4161,0.0,0.0,0.0,0.0,0.0,A
316045067,PALINDROME,IMO0000000,,36.0,10.0,4.0,4.0,52.0,B
316045077,PREMIUM VINTAGE,IMO0000000,,36.0,11.0,4.0,4.0,52.0,B
316045089,VINTAGE PORT,IMO0000000,,37.0,9.0,4.0,4.0,52.0,B
316045287,CADEAU,IMO0000000,CADEAU,37.0,24.0,6.0,4.0,52.0,B
316045404,DREAMBUILDER,IMO0000000,,37.0,17.0,6.0,4.0,52.0,B
316045609,MUSE,IMO0000000,,37.0,18.0,5.0,4.0,52.0,B
316045625,TIRELESS,IMO0000000,,37.0,20.0,6.0,4.0,52.0,B
316045697,DRAGONFLY,IMO0000000,,37.0,0.0,0.0,4.0,52.0,B
316045782,LOST TRAVELLER,IMO0000000,CFN6726,36.0,14.0,5.0,4.0,52.0,B
316045792,SEASONS,IMO0000000,,37.0,11.0,4.0,4.0,52.0,B
316045831,HS HOPE,,,52.0,12.0,4.0,0.0,52.0,A
316045929,BOATY BOAT,IMO0000000,,36.0,14.0,7.0,4.0,52.0,B
316046056,GOTTA START EARLY,IMO0000000,,37.0,18.0,4.0,4.0,52.0,B
316046128,SEASPAN HARRIER,IMO9771121,,52.0,24.0,11.0,5.8,52.0,A
316046364,GALILEO,IMO0000000,CFA3420,37.0,32.0,7.0,4.0,52.0,B
316046453,JERVIS DEFENDER,,,52.0,15.0,6.0,0.0,52.0,A
316046556,HARMONY,IMO0000000,,36.0,11.0,3.0,4.0,52.0,B
316046639,SEOMRA,IMO0000000,CFA3437,37.0,0.0,0.0,4.0,52.0,B
316046759,CHASE ONE,IMO0000000,CHASE 1,37.0,24.0,6.0,4.0,52.0,B
316046813,ORION,IMO0000000,,37.0,18.0,6.0,4.0,52.0,B
316046886,STAYING POWER,IMO0000000,,37.0,17.0,12.0,4.0,52.0,B
316046934,ISLAND K'ULUT'A,IMO9900588,CFA3463,60.0,80.0,17.0,3.3,60.0,A
316047033,DATA XPLORER 1,IMO0000000,,37.0,3.0,1.0,4.0,52.0,B
316047048,O'SEA,IMO0000000,,37.0,19.0,5.0,4.0,52.0,B
316047053,AQUA SERVICE,IMO9879478,CFA3494,99.0,24.0,11.0,3.6,99.0,A
316047137,CUZ WE CAN,IMO0000000,,37.0,20.0,6.0,4.0,52.0,B
316047155,ROJA,IMO0000000,,37.0,18.0,8.0,4.0,52.0,B
316047168,TIKI TOUR,IMO0000000,,36.0,11.0,4.0,4.0,52.0,B
316047178,MORIAH,IMO0000000,,36.0,11.0,4.0,4.0,52.0,B
316047246,BIG DOG,IMO0000000,,37.0,13.0,4.0,4.0,52.0,B
316047268,SEA ANGEL 2,IMO0000000,VE0ZKF,36.0,15.0,4.0,4.0,52.0,B
316047318,LADY HAWKE 1,IMO0000000,,36.0,30.0,4.0,4.0,52.0,B
316047351,OCEAN LEE,,,30.0,13.0,4.0,0.0,30.0,A
316047415,ISLAND RESPONDER,IMO0000000,,60.0,10.0,3.0,4.0,52.0,B
316047434,AWAY AWAY,IMO0000000,CHA2047,36.0,11.0,4.0,4.0,52.0,B
316047551,WHITE PEARL,IMO0000000,,37.0,14.0,4.0,4.0,52.0,B
316047555,ISLAND KWIGWIS,IMO9900590,CFA3521,60.0,80.0,17.0,3.2,60.0,A
316047565,SEASPAN TRADER,IMO9886392,CFA3570,70.0,149.0,26.0,3.8,70.0,A
316047682,BADGER,IMO0000000,,37.0,13.0,4.0,4.0,52.0,B
316047722,AS YOU WISH II,IMO0000000,,37.0,17.0,4.0,4.0,52.0,B
316047734,FINNESS,IMO0000000,,37.0,17.0,5.0,4.0,52.0,B
316047761,DUAL VENTURE NO 1,IMO0000000,,30.0,0.0,0.0,4.0,52.0,B
316047772,MIRAGE,IMO0000000,CFA3544,36.0,14.0,4.0,4.0,52.0,B
316047778,SECRET LIFE,IMO0000000,,37.0,0.0,0.0,4.0,52.0,B
316047826,ALUMINIFEROUS,IMO0000000,,37.0,9.0,3.0,4.0,52.0,B
316047894,WESTRAY,IMO0000000,,36.0,14.0,4.0,4.0,52.0,B
316047896,ELYSIAN,IMO0000000,CFA3558,36.0,16.0,8.0,4.0,52.0,B
316047926,PERSEPHONE,IMO0000000,,36.0,12.0,4.0,4.0,52.0,B
316047943,SALISH HERON,IMO9905746,CFA3580,60.0,107.0,24.0,4.5,60.0,A
316047946,ISLAND GWAWIS,IMO9900605,CFA,60.0,80.0,17.0,3.1,60.0,A
316048106,CAMP ONE,IMO0000000,,36.0,12.0,4.0,4.0,52.0,B
316048139,SATURNA SENTINEL,,,0.0,17.0,4.0,0.0,0.0,A
316048172,PELAGIC EXPLORER,IMO0000000,CFA3592,36.0,16.0,8.0,4.0,52.0,B
316048235,ARLETTA,IMO0000000,,36.0,14.0,4.0,4.0,52.0,B
316048267,REEL HYE,IMO0000000,,37.0,13.0,5.0,4.0,52.0,B
316051000,SIR WILFRED GRENFELL,IMO8415495,CGJY,90.0,68.0,15.0,5.5,51.0,A
316052000,SIR WILFRID LAURIER,IMO8320456,CGJK,90.0,82.0,16.0,6.1,51.0,A
316087000,HMCS PRESERVER,IMO6918546,CGRG,90.0,172.0,23.0,9.2,52.0,B
316088910,SENECA,IMO0000000,SENECA,30.0,23.0,6.0,4.0,52.0,B
316097000,HOTEI,IMO8663858,VG6764,37.0,34.0,7.0,3.0,37.0,A
316114000,CCGS JOHN P TULLY,IMO8320420,CG2958,90.0,68.0,14.0,4.5,51.0,A
316115000,CCGS VECTOR,IMO6717760,CGBW,90.0,39.0,9.0,3.0,51.0,A
316117000,SLICE OF LIFE,IMO0000000,,37.0,10.0,3.0,4.0,52.0,B
316206000,ATLANTIC HURON,IMO8025680,VCQN,70.0,224.0,23.0,9.5,70.0,A
316258000,'R TIDEWALKER,IMO0000000,CFA2409,37.0,17.0,5.0,4.0,52.0,B
316286000,CCGS GRIFFON,IMO7022887,CGDS,90.0,71.0,15.0,4.6,0.0,A
316304000,ATLANTIC EAGLE,IMO9199103,VCYK,90.0,75.0,18.0,6.2,0.0,A
316364000,GILLIANO,IMO0000000,,37.0,15.0,4.0,4.0,52.0,B
319001100,THREE FORKS,IMO9485485,ZCYB9,37.0,48.0,9.0,2.5,37.0,A
319002600,WAKU,IMO9548031,ZCYD5,37.0,42.0,8.0,2.1,37.0,A
319003500,TATS,IMO1010260,ZCYJ,37.0,39.0,8.0,1.9,37.0,A
319003900,UNBRIDLED,IMO9526318,ZCXS6,37.0,58.0,10.0,2.7,37.0,A
319006700,MAG III,IMO9560235,ZCYJ9,37.0,43.0,9.0,2.8,37.0,A
319008900,BELLA VITA,IMO1010129,ZCXZ8,37.0,75.0,14.0,3.8,0.0,A
319009300,ROCK STAR,IMO9557692,ZCYK3,37.0,49.0,8.0,2.3,37.0,A
319010700,ODESSA,IMO9516612,ZCYV3,37.0,48.0,9.0,2.5,37.0,A
319011600,INCOGNITO,IMO8738639,ZCYT4,37.0,34.0,7.0,3.1,52.0,B
319013100,ZENJI,IMO8736394,ZCXH2,37.0,56.0,11.0,3.5,37.0,A
319016600,BELLA VITA,IMO1009649,ZGAG5,37.0,44.0,9.0,2.8,37.0,A
319017100,CORINTHIAN,IMO1005837,ZGAH2,37.0,39.0,9.0,2.8,0.0,A
319017600,STOLT FLAMENCO,IMO9391995,ZGAH7,80.0,123.0,20.0,8.9,82.0,A
319024000,BLUE STAR,,ZHBM3,37.0,37.0,9.0,4.0,37.0,A
319025300,STOLT COMMITMENT,IMO9168647,ZGBH8,80.0,183.0,32.0,10.7,82.0,A
319026600,CHIQUI,,ZGBK7,37.0,40.0,8.0,2.3,37.0,A
319028100,FOUNTAINHEAD,IMO1010753,ZCTU3,37.0,87.0,13.0,4.2,37.0,A
319028600,NIMBUS,IMO1011616,ZGBN8,37.0,25.0,8.0,4.0,37.0,A
319029100,LADY H,,ZGQD,37.0,38.0,8.0,2.2,37.0,A
319030600,ARCADIA,IMO1008451,ZCOV7,37.0,35.0,8.0,2.6,37.0,A
319031900,BOARDWALK,IMO9569401,ZGAQ7,37.0,49.0,9.0,2.4,37.0,A
319032700,DOUBLE DOWN,IMO1010674,ZGAP4,37.0,65.0,8.0,4.0,37.0,A
319032800,HUNTRESS,IMO1010337,ZGAS8,37.0,60.0,11.0,3.5,37.0,A
319035600,SYCARA V,IMO1009766,ZGAX,37.0,68.0,12.0,3.7,37.0,A
319036400,AMARYLLIS,IMO1010519,ZGBH7,37.0,78.0,12.0,3.5,37.0,A
319039300,LADY SARA,IMO9599664,ZGCF9,37.0,56.0,10.0,2.6,37.0,A
319041000,T-ZERO,IMO9461738,ZCTW8,37.0,38.0,8.0,2.0,37.0,A
319041200,BLACK SHEEP,,ZGBS9,37.0,37.0,8.0,4.0,37.0,A
319043200,PATTI LOU,,ZGAI7,37.0,25.0,8.0,4.0,52.0,B
319048700,CHUFRAN,,ZCFC7,37.0,24.0,8.0,4.0,52.0,B
319048800,GRACE E,IMO1011886,ZGDA,37.0,73.0,13.0,4.3,37.0,A
319055000,AURORA,IMO1008023,ZGDB3,37.0,43.0,9.0,4.0,37.0,A
319055900,GALAXY,IMO1008231,ZGDL3,37.0,53.0,10.0,3.1,37.0,A
319060000,SIREN,IMO9417438,ZCTF6,37.0,73.0,12.0,3.5,37.0,A
319060900,BACCHUS,IMO8990677,ZGDS9,37.0,43.0,8.0,2.0,37.0,A
319063100,AZTECA II,IMO9331074,ZGDV8,60.0,49.0,10.0,2.9,37.0,A
319068100,INFINITY,IMO1012177,ZGEC5,37.0,88.0,14.0,4.5,37.0,A
319071800,SWAN,IMO9630183,ZGEI6,37.0,61.0,10.0,3.1,37.0,A
319072000,ANJILIS,,ZCNP6,37.0,27.0,6.0,0.0,37.0,A
319072300,ELYSIAN,IMO1012189,ZGED3,37.0,65.0,11.0,3.5,37.0,A
319072900,ROCK.IT,IMO1012347,ZGEJ6,37.0,60.0,10.0,3.3,37.0,A
319073200,CHEERS 46,IMO9759317,ZGEH6,37.0,42.0,8.0,4.0,37.0,A
319074000,OUR WAY,,ZCMU4,37.0,31.0,8.0,4.0,37.0,A
319076300,LADY MICHELLE,IMO1007495,ZGE09,37.0,55.0,10.0,3.1,37.0,A
319079300,SOUTHERN WAY,,ZCOR,37.0,36.0,8.0,2.0,37.0,A
319080500,MINNOW,,ZGEV5,37.0,25.0,8.0,4.0,52.0,B
319084700,MR D,IMO9795359,ZGEZ5,37.0,41.0,8.0,4.0,37.0,A
319088500,JUST J'S,IMO1012567,ZGFA8,37.0,61.0,8.0,4.0,37.0,A
319093700,RH3,IMO1007861,ZGFN,37.0,36.0,8.0,2.6,0.0,A
319094000,SUNCHASER,IMO9097472,ZCPK5,37.0,43.0,8.0,2.3,37.0,A
319094300,MY GIRL,IMO9685372,ZGFM4,37.0,49.0,8.0,4.0,37.0,A
319095500,ELIXIR,IMO1012804,ZGFQ8,37.0,54.0,8.0,4.0,52.0,A
319097600,INTREPID,IMO9733538,ZGFS8,37.0,69.0,11.0,3.8,37.0,A
319102700,TASIA,,ZGFX6,37.0,25.0,8.0,4.0,52.0,B
319104300,AROHA,,ZGGA9,37.0,28.0,8.0,2.5,37.0,A
319105700,LADY PEGASUS,IMO9583562,ZGCG3,37.0,39.0,7.0,1.9,37.0,A
319105900,MONICA,,,37.0,25.0,8.0,4.0,52.0,B
319106300,LEUDIN I,IMO9710127,ZGFM6,37.0,40.0,8.0,2.5,37.0,A
319107000,FREEDOM,IMO8975067,ZCOK2,37.0,69.0,12.0,3.8,37.0,A
319107100,CV-9,IMO8988870,ZGGD5,37.0,40.0,7.0,2.3,37.0,A
319107400,AQUARIUS,IMO1012866,ZGGD3,37.0,25.0,8.0,4.0,37.0,A
319108400,WAKU,IMO9695262,ZGGF4,37.0,25.0,8.0,4.0,37.0,A
319112400,SVEA,IMO0000000,ZGGJ3,37.0,44.0,7.0,4.0,52.0,B
319121000,STOLT SKUA,IMO9199311,ZCPQ2,80.0,112.0,19.0,7.5,80.0,A
319121300,DELIBERATELY LUCKY,,ZGGV9,37.0,38.0,9.0,2.1,37.0,A
319121400,AXTANA,IMO0000000,ZGGP7,37.0,0.0,0.0,4.0,52.0,B
319123300,LOST BOYS,,ZGHA5,37.0,34.0,8.0,2.7,37.0,A
319123900,ALESSANDRA,IMO9331969,ZGHC3,37.0,47.0,8.0,2.3,90.0,A
319125200,SOLD,IMO0000000,UNKNOWN,37.0,16.0,4.0,4.0,52.0,B
319127100,FRONT ROW,,ZCXH6,37.0,29.0,7.0,0.0,37.0,A
319128000,GENE MACHINE,IMO1011953,ZGHF3,37.0,55.0,9.0,3.5,37.0,A
319129300,CHATEAU,IMO0000000,ZGHG4,37.0,23.0,6.0,4.0,52.0,B
319129600,SCORPIO,IMO9389071,ZGHE8,80.0,244.0,42.0,13.7,80.0,A
319130200,SATORI,IMO1013078,ZGHE,37.0,64.0,12.0,3.8,37.0,A
319132100,ANNE,,ZGHK6,36.0,53.0,9.0,4.7,36.0,A
319132200,BODHISATTVA,IMO0000000,ZGHI8,36.0,20.0,6.0,4.0,52.0,B
319132500,.IROMAN,,ZGHL8,37.0,42.0,8.0,2.2,37.0,A
319132600,ELANDESS,IMO9799020,ZGHH7,90.0,75.0,12.0,3.4,90.0,A
319132700,LADY MARIA,IMO0000000,ZGHD3,37.0,23.0,5.0,4.0,52.0,B
319133200,M/Y TURQUOISE,IMO1011173,ZGHK9,37.0,55.0,10.0,3.2,37.0,A
319134400,ANEMOI,IMO0000000,ZGHG6,36.0,37.0,8.0,4.0,52.0,B
319136300,GRANKITO,IMO0000000,ZGHM2,37.0,20.0,6.0,4.0,52.0,B
319136500,PATRIOT,,ZGHQ5,37.0,35.0,8.0,2.0,37.0,A
319137700,MOSAIQUE,IMO8976009,ZGHR5,37.0,50.0,9.0,2.9,37.0,A
319143600,M/V RYLAX,IMO0000000,ZGCY4,37.0,36.0,6.0,4.0,52.0,B
319143700,ODYSSEA,IMO1011264,ZGHV,37.0,47.0,8.0,3.0,37.0,A
319145400,M/Y FREEDOM,IMO9861756,ZGHW4,37.0,42.0,8.0,2.9,37.0,A
319146700,EUPHORIA,IMO0000000,ZGHWS,37.0,26.0,6.0,4.0,52.0,B
319146900,EMPANGENI,IMO0000000,ZGHX7,37.0,20.0,10.0,4.0,52.0,B
319147800,DALI,IMO9787936,ZGHZ3,80.0,250.0,44.0,13.5,80.0,A
319151400,TT ELYSIAN,IMO0000000,ZGIC8,37.0,12.0,4.0,4.0,52.0,B
319151500,EL REY,,ZG1B2,37.0,34.0,9.0,3.1,37.0,A
319153100,MLR,IMO9777955,ZGIE5,37.0,53.0,10.0,2.5,37.0,A
319153900,CARAVELLE,,ZGHF6,37.0,24.0,5.0,0.0,37.0,A
319154100,SCOUT,IMO1012816,ZGIH,37.0,64.0,12.0,3.3,37.0,A
319154400,MARBELLA II,IMO0000000,ZGFP3,37.0,35.0,8.0,4.0,52.0,B
319155000,ANNASTAR,IMO9620190,ZGCC8,37.0,49.0,9.0,2.3,37.0,A
319155400,SAYONARA,IMO0000000,ZG119,37.0,29.0,7.0,4.0,52.0,B
319156000,PARLAY,,ZHFQ6,37.0,38.0,0.0,4.0,99.0,A
319156200,NIRVANA,IMO0000000,,37.0,22.0,5.0,4.0,52.0,B
319156800,BRAVO EUGENIA,IMO1012921,ZGIL4,37.0,109.0,16.0,4.0,37.0,A
319159600,BOUCHON,IMO8980311,ZGIO,37.0,46.0,9.0,2.4,37.0,A
319161100,MAHASATTVA,IMO0000000,ZGIG9,36.0,19.0,10.0,4.0,52.0,B
319161700,M/Y TIME OUT,IMO0000000,ZG112,37.0,17.0,13.0,4.0,52.0,B
319164000,PRIVACY,IMO8979881,ZCNU,37.0,47.0,8.0,2.2,37.0,A
319167500,AJ,IMO9861952,ZGIX6,37.0,49.0,9.0,2.8,37.0,A
319167900,MV CARMANAH,,ZGIT2,37.0,19.0,6.0,2.0,37.0,A
319168900,DB9,IMO1011496,V7YZ3,37.0,52.0,10.0,2.1,37.0,A
319170400,MINI K,IMO0000000,ZGIZ6,37.0,24.0,7.0,4.0,52.0,B
319172900,ATOMIC,IMO9860099,ZGIY7,37.0,64.0,12.0,3.2,37.0,A
319174500,QUANTUM OF SOLACE,IMO1011135,ZGKC6,37.0,73.0,12.0,3.9,37.0,A
319175800,MARTY'S DREAM,IMO0000000,ZGKE9,37.0,14.0,5.0,4.0,52.0,B
319176900,BELLA VITA,IMO9906312,ZGKL9,37.0,35.0,8.0,2.1,37.0,A
319177500,UNICA,IMO0000000,ZGKI7,37.0,32.0,6.0,4.0,52.0,B
319178800,ARKADIA,IMO9845300,ZGKK2,37.0,50.0,8.0,2.2,37.0,A
319179400,E IV,IMO9855771,ZGKL3,37.0,49.0,9.0,2.0,37.0,A
